"2024-10-04 10:56:34,057",0.264,0.008
"2024-10-04 11:27:53,890",0.220,0.045
"2024-10-04 11:59:16,328",0.264,0.040
"2024-10-04 12:30:36,919",0.220,0.033
"2024-10-04 13:01:58,128",0.264,0.027
"2024-10-04 13:33:24,126",0.264,0.022
"2024-10-04 14:04:43,653",0.220,0.016
"2024-10-04 14:36:05,256",0.264,0.011
"2024-10-04 15:07:25,389",0.220,0.048
"2024-10-04 15:38:45,828",0.264,0.043
"2024-10-04 16:10:06,464",0.264,0.037
"2024-10-04 16:41:27,514",0.264,0.031
"2024-10-04 17:12:48,557",0.264,0.025
"2024-10-04 17:44:08,776",0.264,0.020
"2024-10-04 18:15:54,061",0.264,0.017
"2024-10-04 18:47:14,615",0.264,0.012
"2024-10-04 19:18:35,475",0.264,0.006
"2024-10-04 19:49:56,039",0.220,0.045
"2024-10-04 20:21:17,926",0.264,0.039
"2024-10-04 20:52:37,484",0.264,0.034
"2024-10-04 21:23:56,894",0.264,0.028
"2024-10-04 21:55:16,512",0.264,0.023
"2024-10-04 22:26:36,430",0.264,0.017
"2024-10-04 22:57:57,293",0.264,0.012
"2024-10-04 23:29:18,775",0.264,0.007
"2024-10-05 00:00:37,403",0.220,0.045
"2024-10-05 00:31:58,027",0.264,0.040
"2024-10-05 01:03:19,439",0.264,0.035
"2024-10-05 01:34:39,061",0.264,0.030
"2024-10-05 02:05:57,784",0.264,0.024
"2024-10-05 02:37:18,112",0.264,0.019
"2024-10-05 03:08:38,914",0.264,0.014
"2024-10-05 03:39:59,933",0.264,0.009
"2024-10-24 15:34:37,579",0.000,99.106
"2024-10-24 17:51:56,395",1.670,0.012
"2024-10-24 17:52:48,428",1.670,0.011
"2024-10-24 18:18:38,972",0.220,0.029,Nakshatra
"2024-10-24 18:18:59,215",0.176,0.049,Tithi
"2024-10-24 18:24:32,664",0.044,0.037,Nakshatra
"2024-10-24 18:24:52,057",0.088,0.009,Tithi
